chr,start,end,Unnamed: 0,AA_x,AT_x,AG_x,AC_x,TA_x,TT_x,TG_x,TC_x,GA_x,GT_x,GG_x,GC_x,CA_x,CT_x,CG_x,CC_x,AA_y,AT_y,AG_y,AC_y,TA_y,TT_y,TG_y,TC_y,GA_y,GT_y,GG_y,GC_y,CA_y,CT_y,CG_y,CC_y
1,155308616,155308952,1665.0,6.0,14.0,25.0,20.0,11.0,17.0,12.0,25.0,20.0,14.0,25.0,33.0,28.0,20.0,31.0,34.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0
1,155320815,155321210,1666.0,15.0,10.0,38.0,16.0,7.0,4.0,30.0,7.0,38.0,17.0,63.0,46.0,19.0,17.0,34.0,33.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0
1,155322678,155325642,1667.0,67.0,42.0,198.0,93.0,43.0,104.0,172.0,205.0,144.0,135.0,362.0,311.0,146.0,243.0,221.0,477.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,2.0,2.0,1.0,3.0,3.0
1,155562495,155563489,1668.0,20.0,10.0,52.0,55.0,18.0,26.0,41.0,74.0,49.0,41.0,85.0,109.0,50.0,82.0,107.0,174.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,2.0
1,155609941,155610537,1669.0,18.0,13.0,48.0,27.0,11.0,14.0,31.0,24.0,39.0,26.0,68.0,76.0,38.0,27.0,63.0,72.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0
1,155688041,155689334,1670.0,42.0,19.0,90.0,64.0,20.0,36.0,54.0,89.0,82.0,55.0,140.0,134.0,71.0,89.0,128.0,179.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0
1,155745506,155746117,1671.0,17.0,14.0,51.0,26.0,11.0,15.0,31.0,27.0,40.0,26.0,66.0,80.0,40.0,29.0,65.0,72.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0
1,155859318,155859640,1672.0,12.0,8.0,31.0,13.0,5.0,16.0,10.0,29.0,30.0,11.0,38.0,26.0,17.0,25.0,27.0,23.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0
1,155860404,155860698,1673.0,11.0,11.0,14.0,7.0,5.0,18.0,23.0,16.0,16.0,12.0,46.0,31.0,11.0,21.0,23.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1,155934281,155934516,1674.0,7.0,7.0,6.0,15.0,5.0,8.0,11.0,24.0,11.0,11.0,10.0,21.0,12.0,22.0,27.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,155950860,155951107,1675.0,0.0,2.0,19.0,4.0,2.0,7.0,14.0,19.0,6.0,8.0,29.0,40.0,17.0,25.0,22.0,32.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,155977887,155978699,1676.0,22.0,13.0,55.0,40.0,7.0,24.0,24.0,53.0,56.0,33.0,117.0,76.0,45.0,38.0,87.0,121.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,2.0,0.0
1,156020598,156020989,1677.0,16.0,9.0,18.0,23.0,7.0,13.0,13.0,38.0,17.0,17.0,32.0,29.0,26.0,32.0,33.0,67.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1,156053171,156054188,1678.0,20.0,9.0,45.0,43.0,8.0,22.0,26.0,96.0,33.0,24.0,100.0,107.0,56.0,97.0,94.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,156054531,156054849,1679.0,21.0,6.0,20.0,19.0,7.0,16.0,12.0,18.0,18.0,13.0,35.0,28.0,20.0,18.0,28.0,38.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
1,156076552,156077593,1680.0,24.0,29.0,73.0,44.0,16.0,32.0,72.0,57.0,58.0,58.0,130.0,120.0,72.0,58.0,92.0,105.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,6.0,2.0,0.0,4.0,1.0
1,156082281,156082799,1681.0,19.0,13.0,36.0,13.0,13.0,22.0,26.0,25.0,31.0,20.0,85.0,52.0,18.0,31.0,42.0,71.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,156106460,156106680,1682.0,2.0,3.0,9.0,15.0,2.0,2.0,13.0,10.0,7.0,9.0,14.0,25.0,18.0,13.0,20.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1,156114695,156115347,1683.0,17.0,10.0,57.0,26.0,5.0,10.0,35.0,32.0,46.0,26.0,60.0,91.0,42.0,36.0,72.0,86.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
1,156135916,156136380,1684.0,14.0,7.0,43.0,28.0,6.0,7.0,30.0,24.0,35.0,15.0,54.0,53.0,37.0,38.0,31.0,41.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,4.0,0.0,3.0,1.0,3.0
1,156193881,156194261,1685.0,22.0,13.0,35.0,16.0,12.0,9.0,17.0,22.0,30.0,16.0,44.0,36.0,22.0,22.0,31.0,32.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0
1,156212793,156213306,1686.0,20.0,13.0,35.0,21.0,7.0,27.0,27.0,33.0,31.0,26.0,60.0,56.0,31.0,28.0,52.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0
1,156216446,156216856,1687.0,2.0,3.0,11.0,13.0,3.0,6.0,31.0,29.0,18.0,22.0,56.0,54.0,6.0,38.0,53.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,156245577,156246108,1688.0,11.0,6.0,48.0,19.0,10.0,0.0,33.0,13.0,30.0,25.0,70.0,84.0,33.0,25.0,59.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,156282448,156282924,1689.0,12.0,6.0,14.0,26.0,7.0,14.0,25.0,36.0,11.0,16.0,39.0,57.0,28.0,46.0,46.0,92.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0
1,156291408,156291634,1690.0,1.0,4.0,10.0,14.0,7.0,5.0,17.0,14.0,14.0,9.0,21.0,25.0,7.0,25.0,22.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,156338382,156338651,1691.0,10.0,3.0,20.0,19.0,9.0,10.0,17.0,10.0,12.0,18.0,29.0,33.0,21.0,15.0,27.0,15.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,156368967,156369460,1692.0,18.0,6.0,26.0,24.0,7.0,17.0,34.0,27.0,21.0,22.0,50.0,58.0,28.0,40.0,42.0,72.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
1,156388258,156388771,1693.0,17.0,14.0,20.0,20.0,5.0,11.0,27.0,25.0,25.0,16.0,59.0,68.0,24.0,27.0,63.0,91.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
1,156420611,156421927,1694.0,65.0,29.0,117.0,47.0,13.0,35.0,53.0,78.0,109.0,44.0,172.0,127.0,71.0,71.0,111.0,173.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0
1,156435368,156436558,1695.0,87.0,13.0,84.0,47.0,16.0,20.0,64.0,64.0,77.0,54.0,130.0,143.0,51.0,77.0,127.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0
1,156436713,156436973,1696.0,23.0,6.0,29.0,5.0,8.0,12.0,11.0,11.0,26.0,8.0,28.0,23.0,6.0,16.0,18.0,29.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0
1,156456757,156457570,1697.0,16.0,29.0,55.0,40.0,21.0,49.0,56.0,41.0,57.0,34.0,93.0,79.0,46.0,55.0,60.0,81.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0
1,156499825,156501268,4.0,55.0,20.0,84.0,84.0,21.0,32.0,51.0,81.0,73.0,48.0,201.0,143.0,94.0,85.0,130.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,156505150,156505528,1698.0,22.0,13.0,21.0,25.0,11.0,24.0,13.0,26.0,18.0,12.0,19.0,33.0,30.0,25.0,30.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1,156572307,156572710,1699.0,5.0,6.0,23.0,26.0,2.0,14.0,15.0,33.0,19.0,12.0,32.0,40.0,34.0,32.0,34.0,75.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0
1,156591884,156592088,1700.0,3.0,1.0,11.0,14.0,2.0,0.0,15.0,9.0,14.0,10.0,40.0,22.0,10.0,15.0,21.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1,156623865,156625674,1701.0,33.0,27.0,107.0,85.0,27.0,37.0,96.0,117.0,99.0,69.0,216.0,208.0,93.0,144.0,174.0,276.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,3.0,0.0
1,156641847,156642655,1702.0,16.0,10.0,53.0,26.0,6.0,16.0,49.0,61.0,42.0,31.0,80.0,102.0,41.0,75.0,74.0,125.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0
1,156646761,156647154,1703.0,5.0,6.0,22.0,23.0,6.0,10.0,24.0,25.0,19.0,23.0,36.0,53.0,26.0,26.0,50.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0
1,156657550,156657784,1704.0,7.0,5.0,14.0,15.0,3.0,5.0,12.0,15.0,18.0,12.0,31.0,20.0,13.0,13.0,25.0,25.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1,156676500,156677468,1705.0,12.0,14.0,68.0,35.0,11.0,18.0,46.0,66.0,46.0,28.0,102.0,147.0,60.0,81.0,108.0,125.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0
1,156705066,156706862,1706.0,65.0,38.0,139.0,87.0,30.0,68.0,101.0,100.0,134.0,76.0,229.0,158.0,100.0,117.0,129.0,224.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,3.0,7.0,2.0,2.0,0.0,2.0,4.0
1,156728319,156729124,1707.0,29.0,17.0,47.0,46.0,16.0,19.0,50.0,48.0,57.0,44.0,92.0,78.0,37.0,53.0,83.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0
1,156741006,156741354,1708.0,23.0,10.0,20.0,19.0,7.0,15.0,18.0,25.0,17.0,15.0,36.0,32.0,25.0,25.0,27.0,33.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,156750955,156752277,1709.0,34.0,24.0,52.0,58.0,21.0,39.0,71.0,73.0,57.0,55.0,156.0,172.0,56.0,86.0,162.0,205.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0
1,156767243,156768221,1710.0,39.0,19.0,70.0,24.0,21.0,45.0,67.0,63.0,57.0,52.0,103.0,97.0,35.0,80.0,70.0,135.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,4.0
1,156813731,156814245,1711.0,10.0,6.0,41.0,13.0,7.0,5.0,33.0,36.0,27.0,32.0,62.0,64.0,26.0,38.0,50.0,63.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0
1,156845089,156846000,1712.0,30.0,20.0,61.0,39.0,11.0,22.0,54.0,60.0,41.0,44.0,82.0,103.0,68.0,61.0,74.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0
1,156848910,156849400,1713.0,8.0,9.0,34.0,19.0,7.0,15.0,41.0,37.0,27.0,39.0,47.0,49.0,28.0,37.0,41.0,51.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
1,156859012,156861310,1714.0,57.0,46.0,147.0,80.0,35.0,93.0,155.0,152.0,127.0,80.0,297.0,264.0,111.0,216.0,170.0,267.0,0.0,0.0,2.0,1.0,0.0,3.0,2.0,5.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,4.0
1,156893623,156893919,1715.0,4.0,1.0,19.0,8.0,1.0,4.0,13.0,19.0,14.0,12.0,37.0,33.0,13.0,20.0,28.0,69.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,156907977,156908350,1716.0,3.0,4.0,19.0,23.0,3.0,8.0,32.0,15.0,22.0,18.0,55.0,48.0,21.0,28.0,38.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,156920451,156921014,1717.0,14.0,6.0,33.0,20.0,5.0,17.0,30.0,38.0,34.0,23.0,60.0,66.0,20.0,44.0,61.0,91.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,2.0,2.0
1,156923727,156924440,1718.0,18.0,10.0,41.0,24.0,10.0,32.0,44.0,56.0,33.0,49.0,75.0,64.0,32.0,51.0,62.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,156927407,156928004,1719.0,18.0,11.0,30.0,38.0,6.0,14.0,38.0,38.0,34.0,21.0,67.0,69.0,39.0,50.0,57.0,66.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0
1,157137957,157138853,1720.0,8.0,11.0,47.0,44.0,5.0,25.0,33.0,70.0,39.0,32.0,105.0,103.0,58.0,65.0,95.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,157194748,157195345,1721.0,15.0,3.0,37.0,22.0,3.0,8.0,40.0,25.0,28.0,26.0,98.0,79.0,31.0,39.0,57.0,85.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,157978930,157979263,1722.0,4.0,6.0,19.0,10.0,4.0,15.0,20.0,25.0,16.0,9.0,31.0,41.0,15.0,34.0,28.0,55.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
1,157993610,157994157,1723.0,16.0,8.0,35.0,18.0,6.0,21.0,27.0,34.0,37.0,19.0,90.0,58.0,18.0,40.0,53.0,66.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1,158113407,158113750,1724.0,5.0,6.0,19.0,7.0,4.0,10.0,18.0,17.0,17.0,9.0,60.0,55.0,11.0,24.0,45.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,158149698,158149914,1725.0,12.0,9.0,18.0,3.0,2.0,7.0,16.0,12.0,17.0,13.0,28.0,23.0,11.0,8.0,20.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0
1,158177643,158178064,1726.0,5.0,11.0,22.0,21.0,9.0,12.0,26.0,29.0,16.0,17.0,27.0,51.0,29.0,36.0,37.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1,158180830,158181713,1727.0,32.0,19.0,68.0,37.0,13.0,37.0,55.0,55.0,60.0,27.0,109.0,107.0,51.0,77.0,72.0,63.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,2.0,3.0,0.0,3.0,4.0,0.0,1.0,3.0,2.0
1,159171412,159171928,1728.0,14.0,9.0,33.0,13.0,3.0,8.0,25.0,29.0,27.0,16.0,85.0,60.0,25.0,32.0,46.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0
1,159188438,159188708,1729.0,8.0,4.0,13.0,12.0,3.0,14.0,15.0,25.0,15.0,6.0,21.0,29.0,11.0,33.0,23.0,37.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
1,159780626,159781563,1730.0,25.0,18.0,67.0,43.0,12.0,23.0,55.0,42.0,63.0,37.0,135.0,108.0,53.0,54.0,87.0,114.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1,159854216,159855130,1731.0,18.0,6.0,55.0,47.0,9.0,29.0,42.0,61.0,39.0,31.0,111.0,113.0,60.0,75.0,87.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0
1,159900111,159900353,1732.0,6.0,1.0,11.0,12.0,4.0,11.0,15.0,13.0,8.0,9.0,16.0,32.0,12.0,22.0,24.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
1,159924539,159925608,1733.0,38.0,14.0,87.0,66.0,15.0,23.0,47.0,54.0,55.0,44.0,130.0,112.0,97.0,58.0,78.0,150.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,5.0,4.0,2.0,2.0,0.0,2.0
1,159929642,159930063,1734.0,12.0,4.0,40.0,24.0,4.0,4.0,21.0,16.0,32.0,17.0,64.0,50.0,32.0,20.0,39.0,41.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0
1,159945602,159946007,1735.0,10.0,4.0,29.0,16.0,6.0,9.0,16.0,22.0,22.0,12.0,53.0,54.0,21.0,28.0,44.0,58.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1,160031505,160032199,1736.0,30.0,17.0,46.0,33.0,16.0,33.0,39.0,48.0,43.0,34.0,52.0,67.0,37.0,52.0,60.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0
1,160070056,160070878,1737.0,40.0,19.0,86.0,32.0,13.0,18.0,46.0,23.0,83.0,30.0,148.0,82.0,41.0,33.0,64.0,63.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0
1,160083931,160084948,1738.0,14.0,24.0,58.0,56.0,10.0,23.0,59.0,70.0,60.0,42.0,100.0,138.0,68.0,73.0,124.0,97.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,4.0,0.0,1.0,5.0,2.0
1,160098913,160099212,1739.0,7.0,5.0,14.0,13.0,3.0,4.0,8.0,22.0,8.0,6.0,19.0,33.0,21.0,22.0,26.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,160205300,160205912,1740.0,6.0,7.0,44.0,18.0,3.0,15.0,28.0,39.0,41.0,27.0,100.0,75.0,25.0,36.0,72.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
1,160261965,160262661,1741.0,35.0,11.0,53.0,42.0,12.0,17.0,35.0,34.0,48.0,24.0,90.0,77.0,46.0,46.0,62.0,63.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0
1,160343138,160343548,1742.0,13.0,6.0,27.0,21.0,10.0,16.0,16.0,40.0,27.0,19.0,42.0,34.0,17.0,41.0,38.0,42.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0
1,160419313,160419596,1743.0,3.0,4.0,11.0,10.0,6.0,14.0,29.0,22.0,5.0,21.0,20.0,39.0,14.0,32.0,26.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0
1,160801893,160802163,1744.0,5.0,3.0,18.0,17.0,3.0,2.0,20.0,10.0,18.0,12.0,23.0,31.0,17.0,18.0,24.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,161020928,161021435,1745.0,18.0,11.0,34.0,36.0,7.0,21.0,25.0,32.0,38.0,17.0,37.0,44.0,36.0,36.0,41.0,73.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0
1,161038587,161039040,1746.0,14.0,6.0,39.0,21.0,5.0,5.0,15.0,28.0,31.0,16.0,39.0,53.0,30.0,26.0,47.0,77.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
1,161079556,161079947,1747.0,5.0,5.0,28.0,20.0,9.0,13.0,21.0,22.0,15.0,20.0,35.0,51.0,29.0,27.0,38.0,52.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,6.0,1.0,1.0,0.0,0.0
1,161098272,161099011,1748.0,9.0,10.0,51.0,38.0,13.0,23.0,51.0,33.0,44.0,43.0,103.0,82.0,42.0,44.0,68.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1,161117932,161118322,1749.0,5.0,9.0,14.0,17.0,9.0,17.0,25.0,26.0,18.0,14.0,41.0,50.0,13.0,37.0,44.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,161159348,161159899,1750.0,19.0,11.0,31.0,25.0,8.0,11.0,38.0,19.0,35.0,22.0,113.0,63.0,24.0,32.0,52.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,2.0
1,161166211,161166896,1751.0,19.0,18.0,52.0,28.0,22.0,31.0,41.0,45.0,39.0,42.0,72.0,63.0,37.0,48.0,52.0,75.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0
1,161177271,161177661,1752.0,9.0,8.0,18.0,21.0,7.0,12.0,21.0,26.0,14.0,17.0,45.0,43.0,26.0,29.0,36.0,57.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,161202019,161202466,1753.0,27.0,9.0,43.0,15.0,11.0,19.0,24.0,22.0,34.0,23.0,46.0,50.0,22.0,25.0,41.0,35.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,1.0
1,161258687,161259238,1754.0,17.0,7.0,45.0,18.0,9.0,9.0,33.0,30.0,40.0,22.0,80.0,69.0,21.0,43.0,54.0,53.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,161313985,161314217,1755.0,21.0,8.0,18.0,13.0,8.0,15.0,14.0,9.0,17.0,13.0,23.0,18.0,14.0,10.0,17.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,161314328,161314661,1756.0,7.0,7.0,16.0,13.0,5.0,14.0,26.0,23.0,20.0,18.0,41.0,30.0,11.0,29.0,27.0,45.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
1,161389709,161390596,1757.0,20.0,13.0,77.0,42.0,7.0,28.0,51.0,46.0,88.0,38.0,161.0,85.0,37.0,53.0,84.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,0.0,0.0,2.0,1.0
1,161399073,161400142,1758.0,70.0,29.0,77.0,62.0,23.0,44.0,56.0,76.0,77.0,59.0,112.0,77.0,68.0,67.0,81.0,90.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,1.0,1.0,1.0,0.0,3.0
1,161440076,161472713,1759.0,1411.0,797.0,1962.0,2041.0,531.0,1069.0,1713.0,2140.0,1836.0,1192.0,2793.0,3322.0,2433.0,2395.0,2676.0,4325.0,133.0,103.0,94.0,142.0,60.0,102.0,157.0,180.0,158.0,125.0,149.0,155.0,238.0,189.0,244.0,241.0
